W +62        74        63 56460001.0(1S)
    1  3s2               (0)0(     0.0)            0.0000   {X}
    2  3s1 3p1           (0)0(     5.5)      3221644.5000   {X}
    3  3s1 3d1           (0)0(     9.5)      6228116.2000   {X}
    4  3s1 4s1           (0)0(     1.5)     25836628.3000   {X}
    5  3s1 4p1           (0)0(     5.5)     27222116.1000   {X}
    6  3s1 4d1           (0)0(     9.5)     28402878.0000   {X}
    7  3s1 4f1           (0)0(    13.5)     28969824.6000   {X}
    8  3s1 5s1           (0)0(     1.5)     37303546.5000   {X}
    9  3s1 5p1           (0)0(     5.5)     37995396.0000   {X}
   10  3s1 5d1           (0)0(     9.5)     38582753.7000   {X}
   11  3s1 5f1           (0)0(    13.5)     38863264.1000   {X}
   12  3s1 6s1           (0)0(     1.5)     43358903.3000   {X}
   13  3s1 6p1           (0)0(     5.5)     43751982.2000   {X}
   14  3s1 6d1           (0)0(     9.5)     44086307.7000   {X}
   15  3s1 6f1           (0)0(    13.5)     44246140.0000   {X}
   -1
 63.0    3           3.97+05 7.94+05 1.98+06 3.97+06 7.94+06 1.98+07 3.97+07 7.94+07 1.98+08 3.97+08 7.94+08 1.98+09 3.97+09 7.94+09
     2     1 3.71+11 2.42-01 2.44-01 2.49-01 2.59-01 2.75-01 3.12-01 3.51-01 3.97-01 4.66-01 5.23-01 5.81-01 6.60-01 7.22-01 7.86-01
    15     6 2.17+13 6.75-02 6.77-02 6.84-02 6.98-02 7.30-02 8.38-02 1.01-01 1.29-01 1.83-01 2.34-01 2.92-01 3.77-01 4.43-01 5.11-01
     9     7 3.95+09 8.61-03 8.63-03 8.70-03 8.82-03 9.06-03 9.65-03 1.03-02 1.10-02 1.18-02 1.23-02 1.27-02 1.30-02 1.31-02 1.32-02
    10     7 1.29+12 2.66-02 2.66-02 2.66-02 2.67-02 2.70-02 2.80-02 3.00-02 3.37-02 4.18-02 5.02-02 6.04-02 7.54-02 8.77-02 1.00-01
    11     7 9.75+09 2.57-01 2.58-01 2.59-01 2.62-01 2.68-01 2.83-01 3.00-01 3.18-01 3.41-01 3.54-01 3.64-01 3.72-01 3.75-01 3.77-01
    13     7 2.51+09 2.18-03 2.18-03 2.19-03 2.19-03 2.21-03 2.26-03 2.33-03 2.41-03 2.51-03 2.58-03 2.63-03 2.67-03 2.69-03 2.70-03
    14     7 5.48+11 6.54-03 6.54-03 6.54-03 6.54-03 6.55-03 6.61-03 6.76-03 7.09-03 7.88-03 8.73-03 9.79-03 1.14-02 1.27-02 1.41-02
    15     7 4.71+09 4.87-02 4.87-02 4.88-02 4.91-02 4.96-02 5.10-02 5.27-02 5.47-02 5.73-02 5.89-02 6.01-02 6.11-02 6.16-02 6.19-02
     9     8 6.61+10 3.59+00 3.74+00 4.13+00 4.63+00 5.30+00 6.39+00 7.34+00 8.36+00 9.74+00 1.08+01 1.19+01 1.35+01 1.47+01 1.59+01
    10     8 8.05+06 5.16-01 5.18-01 5.24-01 5.30-01 5.38-01 5.48-01 5.55-01 5.59-01 5.63-01 5.64-01 5.65-01 5.66-01 5.67-01 5.67-01
    12     8 1.00-30 6.45-02 6.48-02 6.60-02 6.83-02 7.26-02 8.22-02 9.15-02 1.01-01 1.11-01 1.17-01 1.21-01 1.24-01 1.26-01 1.27-01
    13     8 2.84+12 2.40-02 2.40-02 2.42-02 2.47-02 2.63-02 3.31-02 4.52-02 6.55-02 1.06-01 1.47-01 1.94-01 2.61-01 3.16-01 3.72-01
    14     8 9.65+09 2.80-02 2.82-02 2.89-02 3.03-02 3.31-02 3.99-02 4.72-02 5.51-02 6.43-02 6.96-02 7.35-02 7.66-02 7.80-02 7.89-02
    10     9 4.68+10 7.41+00 7.75+00 8.62+00 9.67+00 1.10+01 1.32+01 1.51+01 1.70+01 1.97+01 2.18+01 2.40+01 2.69+01 2.93+01 3.17+01
    11     9 1.16+06 7.45-01 7.49-01 7.57-01 7.65-01 7.74-01 7.83-01 7.88-01 7.91-01 7.94-01 7.95-01 7.96-01 7.97-01 7.97-01 7.97-01
    12     9 8.30+12 2.84-02 2.87-02 2.97-02 3.21-02 3.80-02 5.80-02 8.77-02 1.32-01 2.13-01 2.89-01 3.73-01 4.91-01 5.85-01 6.80-01
    13     9 8.53+09 2.48-01 2.49-01 2.54-01 2.64-01 2.81-01 3.20-01 3.58-01 3.96-01 4.37-01 4.60-01 4.76-01 4.88-01 4.94-01 4.97-01
    14     9 5.90+12 4.67-02 4.72-02 4.92-02 5.37-02 6.55-02 1.07-01 1.71-01 2.70-01 4.56-01 6.35-01 8.35-01 1.12+00 1.35+00 1.57+00
    15     9 1.76+10 1.57-01 1.58-01 1.62-01 1.69-01 1.82-01 2.12-01 2.43-01 2.74-01 3.09-01 3.28-01 3.42-01 3.53-01 3.57-01 3.61-01
    11    10 4.35+09 1.19+01 1.27+01 1.44+01 1.61+01 1.80+01 2.10+01 2.34+01 2.58+01 2.91+01 3.17+01 3.44+01 3.82+01 4.13+01 4.44+01
    12    10 7.90+09 3.57-02 3.60-02 3.69-02 3.87-02 4.18-02 4.83-02 5.41-02 5.98-02 6.58-02 6.90-02 7.12-02 7.30-02 7.37-02 7.41-02
    13    10 2.91+12 5.51-02 5.53-02 5.63-02 5.85-02 6.46-02 8.61-02 1.19-01 1.69-01 2.63-01 3.51-01 4.49-01 5.88-01 6.99-01 8.10-01
    14    10 4.86+09 4.27-01 4.30-01 4.38-01 4.53-01 4.82-01 5.43-01 6.01-01 6.58-01 7.19-01 7.53-01 7.76-01 7.94-01 8.02-01 8.07-01
    15    10 1.11+13 2.01-01 2.05-01 2.17-01 2.44-01 3.07-01 5.00-01 7.68-01 1.15+00 1.83+00 2.46+00 3.14+00 4.09+00 4.85+00 5.61+00
    13    11 1.99+09 2.96-02 2.98-02 3.04-02 3.14-02 3.33-02 3.73-02 4.11-02 4.48-02 4.87-02 5.09-02 5.24-02 5.36-02 5.42-02 5.45-02
    14    11 9.42+11 7.96-02 7.96-02 7.98-02 8.03-02 8.22-02 9.03-02 1.04-01 1.27-01 1.72-01 2.16-01 2.66-01 3.37-01 3.94-01 4.52-01
    15    11 3.40+09 6.02-01 6.05-01 6.15-01 6.34-01 6.69-01 7.43-01 8.11-01 8.78-01 9.48-01 9.87-01 1.01+00 1.03+00 1.04+00 1.05+00
    13    12 2.60+10 7.32+00 7.85+00 9.08+00 1.04+01 1.21+01 1.47+01 1.68+01 1.91+01 2.21+01 2.44+01 2.69+01 3.02+01 3.27+01 3.53+01
    14    12 2.25+06 1.12+00 1.12+00 1.15+00 1.17+00 1.19+00 1.21+00 1.22+00 1.23+00 1.24+00 1.24+00 1.25+00 1.25+00 1.25+00 1.25+00
    14    13 1.90+10 1.56+01 1.68+01 1.95+01 2.24+01 2.58+01 3.11+01 3.54+01 3.98+01 4.58+01 5.05+01 5.54+01 6.20+01 6.72+01 7.25+01
    15    13 3.68+05 1.83+00 1.85+00 1.87+00 1.89+00 1.92+00 1.94+00 1.95+00 1.96+00 1.96+00 1.97+00 1.97+00 1.97+00 1.97+00 1.97+00
    15    14 1.95+09 2.86+01 3.13+01 3.63+01 4.09+01 4.61+01 5.36+01 5.94+01 6.54+01 7.36+01 8.02+01 8.71+01 9.65+01 1.04+02 1.12+02
  -1
  -1  -1
c-------------------------------------------------------------------------------
c comments from original adf04 file
C-------------------------------------------------------------------------------
C
C   Atomic Structure from Cowan Atomic Structure Program
C
C-------------------------------------------------------------------------------
C
C   Code     : ADAS8XX_CREATE_CA_ADF04
C   Producer : Stuart Henderson
C   Date     : 21/08/17
C-------------------------------------------------------------------------------
c-------------------------------------------------------------------------------
c
c  Conversion of an adf04 dataset from type 1 to type 3
c
c  Parameter: Cowan ion threshold shift = F
c
c
c  Producer : Stuart Henderson
c  Date     : 21-08-2017
c
c-------------------------------------------------------------------------------

C-----------------------------------------------------------------------
C                               OPEN-ADAS
C                               +++++++++
C
C This file has been downloaded from OPEN-ADAS (http://open.adas.ac.uk)
C on 19-May-2020.
C
C TERMS AND CONDITIONS
C --------------------
C
C The user of the OPEN-ADAS system and data (hereinafter "the User")
C accepts the following terms and conditions:
C
C   1. The University of Strathclyde uses all reasonable endeavours to
C      ensure the accuracy of the data provided and any information
C      given, but the University makes no warranty, expressed or implied
C      as to its accuracy, integrity, fitness for purpose and shall not
C      be responsible for the use to which the data is put by the User
C      and/or any consequences arising out of any inaccuracies or
C      omissions.
C
C   2. Any downloaded OPEN-ADAS file is made available for the
C      personal use of the User only.  It must not be used for any
C      commercial application, incorporated into any web site or in
C      any form re-distributed without express prior written permission
C      from the ADAS Project. In particular, but not by way of
C      limitation, it must not be:
C        *  inserted into a managed database structure,
C        *  redistributed along with a modelling or analysis code,
C        *  made available on a public website.
C
C Permission for OPEN-ADAS data incorporation in non-commercial
C code/system development for scientific advance will not be
C unreasonably withheld, but will be subject to written agreement
C on a case by case basis.
C
C The User will indemnify the University of Strathclyde and keep it
C fully and effectively indemnified against each and every claim made
C against the University as a result of the User's use of the data.
C
C-----------------------------------------------------------------------
